processo,perda,condenacao,previsto_melhor,previsto_motor_atual
5193223-80.2025.8.09.0034,0,0.00,771.83,767.61
9050066-93.2025.8.12.0856,0,0.00,294.67,293.04
7398413-23.2025.8.25.6710,0,0.00,176.17,177.09
1992418-05.2025.8.13.3673,0,0.00,546.04,548.65
3871984-99.2025.8.12.2427,1,4683.66,3532.77,3534.95
9087993-50.2025.8.14.9217,0,0.00,322.19,313.18
5408339-35.2025.8.01.3801,0,0.00,179.50,174.49
3859306-47.2025.8.20.1221,1,10856.52,6504.77,6462.38
8781097-12.2025.8.22.2878,0,0.00,383.39,385.43
7065176-83.2025.8.03.1802,1,8012.75,6298.00,6278.51
9123227-26.2025.8.04.8396,0,0.00,1435.80,1449.68
7491425-43.2025.8.25.3290,1,5282.12,9730.51,9732.30
3352219-76.2025.8.02.2233,0,0.00,1119.90,1081.26
5770035-90.2025.8.27.2071,1,10433.49,4145.01,4086.69
1872355-76.2025.8.20.6451,0,0.00,88.16,92.99
5926554-13.2025.8.10.3827,0,0.00,409.00,397.91
1679035-80.2025.8.22.2047,0,0.00,58.27,62.70
1228846-16.2025.8.14.5055,1,8492.74,8142.33,8144.19
4783798-81.2025.8.09.1334,0,0.00,279.11,280.84
4627829-82.2025.8.10.2149,0,0.00,97.56,98.71
2162729-51.2025.8.13.5245,1,16994.21,6681.96,6769.74
2730825-67.2025.8.18.2115,0,0.00,160.55,161.39
2550833-36.2025.8.16.0597,1,11383.88,407.98,412.31
2557022-74.2025.8.13.7067,0,0.00,1932.21,1923.01
9854637-78.2025.8.11.4829,0,0.00,332.55,319.63
8920217-52.2025.8.18.8982,0,0.00,79.00,78.41
8165727-51.2025.8.13.7121,0,0.00,153.23,153.98
5305411-72.2025.8.18.7741,0,0.00,3393.44,3447.54
9021175-97.2025.8.15.8094,0,0.00,171.71,172.63
4713924-50.2025.8.08.3981,0,0.00,2271.14,2280.47
2373410-92.2025.8.01.4153,0,0.00,1159.96,1102.38
5201986-18.2025.8.19.0387,0,0.00,143.64,145.25
8271247-84.2025.8.07.7480,0,0.00,3738.28,3713.96
4736540-84.2025.8.27.4934,0,0.00,339.04,340.63
6335041-23.2025.8.11.3205,0,0.00,79.57,83.83
4104656-46.2025.8.09.3996,0,0.00,464.02,462.21
9220603-12.2025.8.21.6314,0,0.00,4644.82,4638.87
3344233-27.2025.8.13.0092,0,0.00,2866.26,2852.73
4825586-78.2025.8.03.6966,1,11236.62,10863.58,10927.12
4661761-40.2025.8.19.2701,0,0.00,583.89,613.71
1595249-70.2025.8.14.6469,0,0.00,88.10,89.08
3914789-26.2025.8.02.6611,1,10485.35,6124.21,6114.75
4842235-91.2025.8.20.6922,0,0.00,260.88,251.60
4857711-67.2025.8.16.4953,0,0.00,512.28,508.80
9798442-72.2025.8.03.8757,1,9003.40,6149.69,6140.32
5066913-23.2025.8.04.4489,1,9530.45,5767.79,5712.86
7812927-96.2025.8.22.5236,1,10514.49,3654.46,3772.78
9846129-45.2025.8.20.9816,0,0.00,2771.84,2683.43
3314195-25.2025.8.08.5068,0,0.00,1093.40,1036.39
7050646-59.2025.8.06.3783,1,8302.85,8421.83,8488.04
1232516-27.2025.8.24.7754,0,0.00,3228.89,3216.51
8837545-27.2025.8.16.2216,1,16803.15,11474.66,11474.08
4863844-98.2025.8.03.7134,1,7918.06,7644.78,7645.40
7839208-89.2025.8.09.3851,1,4613.82,4474.12,4482.57
5516719-60.2025.8.03.1390,1,17226.21,16267.27,16286.05
1800094-63.2025.8.02.8559,1,4510.83,5297.87,5295.90
4475348-08.2025.8.22.8912,0,0.00,112.72,113.04
3197762-21.2025.8.11.1192,0,0.00,106.14,106.40
8847682-61.2025.8.15.3328,0,0.00,377.90,388.08
8078257-43.2025.8.02.2940,1,12300.44,5763.80,5644.11
9068152-93.2025.8.21.3999,1,15438.26,8860.97,8848.54
9487088-18.2025.8.11.6997,0,0.00,310.76,309.28
5869204-88.2025.8.16.2846,0,0.00,345.12,346.96
8034133-64.2025.8.13.9343,1,4372.85,3006.43,3008.76
6223040-39.2025.8.02.2793,1,13745.44,10634.14,10617.39
5720646-50.2025.8.25.4006,0,0.00,166.40,165.74
4449887-14.2025.8.15.4573,0,0.00,423.12,424.10
9529580-92.2025.8.12.7160,1,7909.92,929.62,933.45
8024898-09.2025.8.16.2029,0,0.00,1551.99,1544.71
3747272-69.2025.8.01.5963,0,0.00,5607.29,5621.09
1519322-13.2025.8.06.4346,0,0.00,602.53,600.39
9622263-88.2025.8.02.4104,0,0.00,674.18,657.58
8830952-03.2025.8.02.2690,0,0.00,360.82,341.70
4895924-69.2025.8.10.6132,1,7294.60,2663.19,2671.72
8410869-53.2025.8.20.2238,0,0.00,1495.51,1568.46
8399492-68.2025.8.02.0211,0,0.00,663.99,681.88
6673999-93.2025.8.12.1316,0,0.00,507.86,480.05
2364318-58.2025.8.18.3520,0,0.00,308.29,311.58
6291643-44.2025.8.10.3013,0,0.00,403.26,405.32
2199204-79.2025.8.08.0720,0,0.00,279.68,271.69
5417109-15.2025.8.21.1452,0,0.00,154.45,152.39
8955816-10.2025.8.26.5793,0,0.00,609.59,607.02
9536623-42.2025.8.11.6252,0,0.00,144.55,140.37
2114565-17.2025.8.04.0773,1,16343.49,14544.28,14454.86
4353971-93.2025.8.20.0668,0,0.00,117.19,117.87
9324052-72.2025.8.13.6860,1,4458.48,6381.58,6377.94
2712300-51.2025.8.05.0808,1,14330.97,241.69,242.32
8589115-77.2025.8.25.7858,0,0.00,408.92,409.76
4083317-43.2025.8.15.3723,1,6179.85,4099.37,4108.92
8905917-70.2025.8.02.1069,0,0.00,455.72,458.17
1227555-95.2025.8.14.9718,1,4681.99,100.80,97.99
8073155-69.2025.8.26.2515,0,0.00,539.51,524.55
8946882-51.2025.8.05.4008,0,0.00,1523.33,1470.18
2253700-20.2025.8.02.2753,0,0.00,1147.37,1093.27
3009098-68.2025.8.27.5794,0,0.00,514.47,516.90
8833656-03.2025.8.08.5770,0,0.00,252.07,250.95
2071198-61.2025.8.06.2812,0,0.00,2861.63,2869.73
6915668-23.2025.8.08.7938,0,0.00,332.61,330.41
9085532-35.2025.8.15.4133,0,0.00,426.08,436.55
5707988-18.2025.8.15.8191,0,0.00,144.09,145.78
2715104-49.2025.8.20.5591,0,0.00,85.63,85.83
8471192-53.2025.8.26.7259,0,0.00,5693.72,5720.78
8527028-30.2025.8.08.2231,0,0.00,735.73,742.94
3986889-02.2025.8.19.5717,1,12539.75,8350.48,8313.66
5213350-86.2025.8.19.4113,1,6731.16,7840.49,7841.61
9814933-93.2025.8.10.0448,1,7526.02,12371.42,12343.62
6921974-20.2025.8.06.1234,0,0.00,328.30,326.52
3755839-56.2025.8.13.6789,0,0.00,269.37,270.77
6065168-90.2025.8.08.3225,1,8901.01,9426.18,9503.66
3388275-65.2025.8.16.8001,1,17575.45,4984.23,5144.32
7511908-06.2025.8.25.5955,0,0.00,417.82,422.41
4385809-77.2025.8.14.1636,1,12078.30,8558.92,8520.76
3682081-14.2025.8.14.3217,0,0.00,162.46,155.91
7768915-23.2025.8.20.7974,0,0.00,5547.60,5535.21
8576971-23.2025.8.21.2761,0,0.00,1668.73,1676.71
2708047-02.2025.8.10.0012,0,0.00,276.74,290.03
9541212-42.2025.8.26.5520,0,0.00,162.18,174.51
2791171-81.2025.8.13.8791,0,0.00,5090.48,5175.83
7242442-35.2025.8.01.8940,0,0.00,180.07,177.25
8514723-86.2025.8.05.2120,0,0.00,752.39,756.19
8633799-53.2025.8.16.8393,0,0.00,423.55,421.16
9247054-35.2025.8.03.6105,1,8547.30,6788.11,6807.47
2122263-12.2025.8.02.2307,1,5818.62,6221.86,6219.55
9046464-66.2025.8.05.0156,0,0.00,2450.72,2337.16
6516573-32.2025.8.06.9060,0,0.00,1482.35,1411.01
6400091-72.2025.8.13.9425,1,17283.44,12187.44,12181.68
7464481-78.2025.8.21.1437,0,0.00,1109.07,1113.73
9680204-82.2025.8.03.5486,0,0.00,2551.27,2540.35
7748110-74.2025.8.22.0292,1,13541.03,9682.27,9676.14
9920287-65.2025.8.17.1302,1,5965.44,8528.32,8528.26
6880577-54.2025.8.22.7658,0,0.00,796.89,754.55
8443240-39.2025.8.12.1065,0,0.00,318.72,316.48
5695067-00.2025.8.16.0359,0,0.00,5357.54,5521.44
6210590-11.2025.8.01.3058,0,0.00,253.55,252.49
6779744-02.2025.8.18.1395,1,16734.34,12357.76,12362.71
9246677-77.2025.8.26.9936,1,8707.71,7742.43,7639.48
6344344-66.2025.8.22.3263,1,8464.17,10191.40,10178.19
2672112-78.2025.8.08.3427,1,12945.00,7863.50,7901.94
2176102-05.2025.8.08.9596,0,0.00,4500.59,4491.04
8011255-68.2025.8.21.1160,0,0.00,199.76,214.85
1564097-20.2025.8.04.2410,1,14537.66,12711.17,12721.19
8732713-45.2025.8.19.7229,0,0.00,230.46,236.79
3488997-04.2025.8.25.8593,0,0.00,176.22,175.52
5035901-12.2025.8.17.8505,1,7495.01,5080.48,4982.56
4017027-58.2025.8.13.8945,1,6950.75,8280.10,8269.59
6814724-02.2025.8.09.9652,1,4482.68,406.59,402.73
5843173-64.2025.8.10.4802,0,0.00,33.83,34.22
4496564-05.2025.8.06.9986,0,0.00,266.50,265.55
4397656-73.2025.8.14.0343,1,14108.72,3237.18,3226.62
2047170-26.2025.8.07.6057,0,0.00,750.03,789.58
4708603-81.2025.8.02.1326,0,0.00,799.71,809.22
3929213-89.2025.8.02.2945,0,0.00,929.36,904.52
3807335-37.2025.8.02.3253,0,0.00,1108.82,1138.27
3258154-58.2025.8.27.1786,1,15212.75,10311.30,10262.67
7649215-83.2025.8.08.4261,1,10460.92,4759.25,4735.67
3701635-50.2025.8.03.8974,1,17925.05,16199.16,16217.86
4160624-57.2025.8.03.1700,1,13861.87,8350.56,8384.35
2501028-22.2025.8.26.9263,1,10724.81,9931.51,9930.67
8616040-94.2025.8.16.2531,1,12510.15,13294.78,13312.09
7967185-67.2025.8.05.4765,0,0.00,2547.42,2666.13
8025939-02.2025.8.19.7408,1,14033.76,11336.61,11331.12
6015654-35.2025.8.27.8439,1,6026.11,4648.47,4648.92
5328749-66.2025.8.20.4452,0,0.00,106.13,107.40
7101317-14.2025.8.10.9674,0,0.00,1153.84,1183.81
6120723-71.2025.8.20.4721,0,0.00,376.49,366.67
1266896-35.2025.8.16.6511,1,3338.78,193.94,194.98
4065484-87.2025.8.16.0325,1,6747.29,366.95,362.33
2263510-28.2025.8.02.1876,0,0.00,555.17,570.14
5838991-67.2025.8.17.4598,0,0.00,1650.48,1596.37
4120408-11.2025.8.10.2316,0,0.00,230.73,242.65
4604054-55.2025.8.25.2055,0,0.00,653.35,677.86
9392238-45.2025.8.20.2990,1,9070.35,8083.76,8096.76
1369083-48.2025.8.04.0136,0,0.00,520.31,514.95
3165936-95.2025.8.24.4048,1,10741.36,7992.47,8015.20
1414713-36.2025.8.13.9377,0,0.00,108.51,108.13
2009089-95.2025.8.22.8123,1,10400.59,8284.43,8273.70
4484182-25.2025.8.10.4279,1,5475.69,1878.55,1896.30
4232205-13.2025.8.18.0333,0,0.00,491.03,496.27
8998950-18.2025.8.22.6244,0,0.00,122.29,118.93
1399155-91.2025.8.15.5628,1,9986.55,7080.60,7087.45
1285942-50.2025.8.06.8408,0,0.00,1230.95,1237.32
3894222-08.2025.8.10.2537,0,0.00,381.93,366.89
3105887-66.2025.8.25.7186,1,6197.93,6332.96,6399.07
7424726-86.2025.8.07.4277,0,0.00,1439.30,1487.25
8048988-42.2025.8.27.5276,0,0.00,291.98,288.83
4467055-70.2025.8.15.0164,0,0.00,1599.13,1538.44
5670128-47.2025.8.08.2275,1,16403.37,13460.39,13441.83
3762520-50.2025.8.12.7216,0,0.00,293.94,295.35
5452362-58.2025.8.18.3342,1,6132.97,4088.23,4095.46
2655628-23.2025.8.07.5687,1,7575.01,6989.05,6958.47
3494030-67.2025.8.11.1540,0,0.00,1320.63,1323.44
8994025-77.2025.8.10.7587,0,0.00,205.57,207.83
8284105-65.2025.8.04.2004,0,0.00,1692.55,1627.26
5281493-42.2025.8.15.5072,1,12266.06,10702.74,10698.01
8759065-01.2025.8.17.9599,1,2510.27,3207.85,3173.23
1760583-77.2025.8.26.0359,0,0.00,477.66,479.94
2337734-73.2025.8.11.7982,0,0.00,1407.08,1401.66
4641511-00.2025.8.10.3387,0,0.00,69.97,67.11
6526175-59.2025.8.10.1827,0,0.00,354.51,356.32
6962112-03.2025.8.04.1225,1,11627.42,9640.99,9637.02
7325017-30.2025.8.19.1860,1,20177.59,14294.58,14304.93
9534652-77.2025.8.18.9473,0,0.00,241.70,248.25
5460482-23.2025.8.02.8201,0,0.00,90.26,90.78
8409597-93.2025.8.03.7507,1,16587.53,14412.31,14413.05
9812189-67.2025.8.20.2634,0,0.00,862.02,865.95
7762934-85.2025.8.21.7647,0,0.00,568.44,571.16
7559497-88.2025.8.27.6121,0,0.00,290.42,305.78
6298233-81.2025.8.05.1342,0,0.00,363.16,367.71
3444231-03.2025.8.18.5930,0,0.00,256.95,255.80
9644898-45.2025.8.24.7740,0,0.00,1326.04,1339.32
5436497-80.2025.8.11.2842,1,7646.51,3630.19,3544.78
7102893-59.2025.8.15.7861,0,0.00,247.40,240.76
1674367-36.2025.8.14.1253,0,0.00,10327.18,10311.84
2923118-64.2025.8.19.7430,0,0.00,320.43,322.14
2222933-06.2025.8.05.3292,0,0.00,154.93,154.21
8795093-47.2025.8.11.1736,0,0.00,256.69,257.95
6870723-58.2025.8.25.4697,0,0.00,1773.35,1770.11
6551464-30.2025.8.19.4280,0,0.00,672.22,667.10
1350206-68.2025.8.13.4738,0,0.00,414.35,418.37
7452609-29.2025.8.08.6040,0,0.00,3366.57,3357.21
9993684-02.2025.8.26.7590,0,0.00,501.86,506.75
2411023-88.2025.8.25.4897,0,0.00,1623.99,1620.30
2290209-87.2025.8.06.1712,0,0.00,1999.40,2009.06
9644374-63.2025.8.05.9086,0,0.00,1299.03,1393.49
9534651-94.2025.8.25.2571,0,0.00,158.41,159.22
5702023-55.2025.8.05.6088,0,0.00,194.09,194.60
8658979-31.2025.8.11.7242,0,0.00,349.51,375.50
1160036-08.2025.8.16.5116,1,7116.96,3965.44,3971.74
7583097-37.2025.8.05.6048,0,0.00,537.40,540.11
2105630-37.2025.8.05.4289,0,0.00,855.44,887.14
5598855-44.2025.8.17.9104,1,13567.75,5173.19,5227.63
1402590-77.2025.8.08.3742,1,6959.68,6999.28,7015.59
1176846-46.2025.8.20.7776,0,0.00,2160.57,2156.69
4789492-63.2025.8.11.9001,1,11532.46,3965.92,3892.19
6033599-44.2025.8.24.0502,0,0.00,3895.91,3913.48
3904649-31.2025.8.11.9194,0,0.00,303.13,294.70
4707919-64.2025.8.21.0645,1,13588.57,784.34,792.47
7920747-92.2025.8.10.1151,1,5400.50,3599.59,3534.21
4516548-29.2025.8.16.5372,0,0.00,3082.09,3104.03
6236198-61.2025.8.21.4809,0,0.00,2178.26,2227.14
4303811-55.2025.8.09.2688,1,9172.05,8795.29,8788.07
6144119-59.2025.8.18.9557,0,0.00,101.75,100.99
6067000-26.2025.8.20.4993,0,0.00,375.87,371.90
7522537-72.2025.8.08.5322,0,0.00,526.33,531.49
9380931-03.2025.8.14.4293,0,0.00,264.03,277.77
7461674-06.2025.8.19.1776,1,6137.47,3937.44,3925.46
3209109-68.2025.8.08.2758,0,0.00,598.86,601.69
4297973-72.2025.8.08.1090,1,7170.28,8874.77,8876.52
8940736-46.2025.8.15.7856,0,0.00,5567.57,5583.31
7239268-57.2025.8.27.8187,0,0.00,2125.28,2134.75
1314170-98.2025.8.10.5994,0,0.00,163.28,164.19
4518426-68.2025.8.10.6926,0,0.00,445.33,443.44
4760680-33.2025.8.01.5184,0,0.00,309.55,308.41
3115354-61.2025.8.12.6453,0,0.00,1676.25,1667.46
4300045-76.2025.8.01.6267,1,12295.48,4957.39,4928.60
9289854-85.2025.8.19.8387,0,0.00,1917.35,1900.99
8956250-32.2025.8.07.7052,0,0.00,1082.14,1161.86
4845566-39.2025.8.02.6364,0,0.00,1510.00,1516.50
3470987-82.2025.8.06.5266,0,0.00,1202.57,1210.01
4579448-83.2025.8.04.5401,1,16008.61,15003.22,15004.57
1308323-02.2025.8.06.3931,0,0.00,656.95,654.62
2906077-70.2025.8.13.4283,0,0.00,784.57,788.51
4875992-34.2025.8.11.8203,0,0.00,65.50,63.65
8974607-37.2025.8.13.8585,0,0.00,150.56,158.49
1552712-84.2025.8.15.2687,0,0.00,617.25,612.98
4870066-46.2025.8.16.0126,1,8157.46,5200.38,5213.59
4921021-92.2025.8.11.4295,0,0.00,1867.93,1875.56
5668373-76.2025.8.24.8062,0,0.00,2248.83,2240.21
9648904-54.2025.8.27.5357,0,0.00,729.10,730.51
2624534-39.2025.8.26.2934,1,6132.12,2299.22,2316.66
6156433-44.2025.8.02.7910,0,0.00,470.17,472.60
6653804-12.2025.8.01.4646,0,0.00,172.65,173.62
9715838-32.2025.8.06.8085,0,0.00,331.55,322.38
1099385-03.2025.8.26.1306,0,0.00,460.18,446.98
8257556-40.2025.8.13.3504,1,7366.49,6612.10,6611.52
5938368-92.2025.8.02.1578,1,5262.08,6288.90,6288.73
5085714-47.2025.8.16.5594,1,4330.49,5250.75,5253.43
1742276-81.2025.8.09.7367,0,0.00,736.48,699.36
9154455-97.2025.8.02.2428,1,10577.15,6345.22,6417.84
1896235-33.2025.8.04.6280,0,0.00,2178.77,2124.54
6377597-09.2025.8.26.2107,1,12665.63,6718.62,6747.82
1561019-92.2025.8.18.2830,1,6204.72,10614.60,10615.87
6701954-20.2025.8.01.9410,1,7560.81,13157.43,13159.47
2947871-99.2025.8.19.5986,0,0.00,357.11,359.13
1133052-78.2025.8.03.3324,0,0.00,2111.01,2121.40
2014053-48.2025.8.01.3930,0,0.00,391.75,392.74
7138676-44.2025.8.18.9907,0,0.00,138.67,139.47
9831264-93.2025.8.04.0627,0,0.00,3135.75,3262.16
6750334-05.2025.8.15.5667,0,0.00,212.64,213.79
8041972-79.2025.8.06.8331,0,0.00,8791.94,8800.63
5415924-38.2025.8.17.5767,1,4390.92,996.11,1008.84
8185387-90.2025.8.12.3980,0,0.00,325.35,307.01
5851955-65.2025.8.19.7968,0,0.00,1420.46,1427.11
5959760-05.2025.8.11.4972,0,0.00,245.92,264.08
8190727-22.2025.8.06.6464,0,0.00,401.65,403.91
3959089-63.2025.8.16.8571,0,0.00,6289.90,6331.63
8548453-34.2025.8.12.2402,0,0.00,211.32,209.63
3149083-10.2025.8.08.2585,0,0.00,907.09,901.79
6553687-40.2025.8.24.5384,1,12474.10,16010.67,16007.79
9057381-61.2025.8.13.8417,1,1332.01,2448.45,2431.20
1853462-05.2025.8.17.5447,1,12692.44,645.70,663.85
2775471-86.2025.8.16.5240,0,0.00,509.25,527.40
8915662-88.2025.8.01.0853,0,0.00,8243.50,8255.16
2598116-88.2025.8.21.3945,1,7532.01,6329.88,6326.45
7235018-16.2025.8.14.8834,0,0.00,138.37,139.91
9625354-69.2025.8.17.0187,0,0.00,257.86,259.26
8934455-52.2025.8.03.5285,1,14439.24,13297.33,13299.00
7325472-30.2025.8.03.2844,0,0.00,340.38,338.65
2057008-23.2025.8.20.1571,0,0.00,650.04,646.88
2726751-45.2025.8.20.8205,0,0.00,274.69,276.16
5381881-86.2025.8.16.5576,0,0.00,483.43,480.69
8227060-52.2025.8.26.8893,0,0.00,126.99,133.62
3742228-78.2025.8.10.0850,0,0.00,315.57,303.14
1810171-34.2025.8.25.0801,1,5461.83,6279.09,6278.87
8886137-05.2025.8.08.6772,1,9644.36,5978.57,6010.37
5308165-68.2025.8.13.9292,1,20423.40,659.33,654.88
2952957-41.2025.8.16.1618,1,4953.41,6515.48,6516.18
1002765-04.2025.8.10.1110,0,0.00,695.12,657.92
9476635-23.2025.8.22.8195,1,6697.41,5368.36,5328.13
9208232-14.2025.8.19.9665,0,0.00,8468.87,8546.47
8587091-17.2025.8.27.4324,0,0.00,456.01,458.05
9222639-12.2025.8.09.1305,0,0.00,707.25,687.79
4260189-91.2025.8.12.0174,0,0.00,104.51,105.55
9863303-60.2025.8.27.1476,0,0.00,519.12,521.58
2547192-68.2025.8.18.5337,0,0.00,984.99,981.03
5978114-31.2025.8.01.0917,0,0.00,6030.20,5995.18
1128777-13.2025.8.01.0228,0,0.00,89.75,89.32
1118816-39.2025.8.10.7424,0,0.00,141.69,137.64
8501781-15.2025.8.20.9017,1,1737.01,2917.60,2910.60
6583785-88.2025.8.06.0122,0,0.00,594.80,598.14
3508489-36.2025.8.21.8026,1,3306.84,2658.54,2670.96
2199050-35.2025.8.12.5800,1,11977.68,7609.86,7615.43
3162127-41.2025.8.01.2823,0,0.00,696.78,677.75
2272698-86.2025.8.07.0957,0,0.00,492.78,495.37
7160258-02.2025.8.20.8251,1,6673.81,5512.79,5532.08
6235712-20.2025.8.22.7293,0,0.00,5127.52,5140.88
2560353-01.2025.8.16.6614,0,0.00,85.68,86.65
5971124-58.2025.8.27.9086,0,0.00,271.49,285.84
9142118-60.2025.8.21.0226,0,0.00,293.95,292.93
2620495-41.2025.8.25.4124,1,5262.19,5226.55,5230.22
6383742-88.2025.8.16.8286,0,0.00,6852.03,6819.47
8662155-86.2025.8.01.7216,1,17847.77,1437.08,1384.78
6379054-16.2025.8.24.8084,1,4781.59,4226.90,4220.10
6723917-98.2025.8.04.5637,1,12996.53,4938.57,4946.57
5937601-78.2025.8.05.5844,1,5354.21,4557.07,4556.49
6295709-66.2025.8.10.0060,1,13061.11,9639.59,9638.36
1524189-17.2025.8.06.6957,1,12262.85,12095.22,12066.62
8780055-30.2025.8.06.4612,0,0.00,380.28,382.36
8289292-51.2025.8.22.2560,1,14235.29,8790.86,8839.42
9313834-16.2025.8.21.5955,1,9272.34,10430.03,10381.34
7100151-74.2025.8.14.2258,1,7750.12,5480.52,5434.36
4634618-43.2025.8.10.6806,0,0.00,125.34,118.38
6009558-49.2025.8.14.1174,1,7350.42,1375.28,1364.27
3783053-38.2025.8.08.6134,1,13721.03,3194.89,3220.51
5320938-37.2025.8.19.0626,1,18330.87,13740.93,13748.04
3222195-87.2025.8.22.1000,0,0.00,77.68,73.37
2464296-74.2025.8.02.2216,0,0.00,137.13,138.88
4006891-73.2025.8.20.8545,1,5197.12,260.52,260.01
9708220-55.2025.8.16.8026,0,0.00,121.42,130.54
3890159-10.2025.8.12.2878,0,0.00,404.53,401.29
1378368-65.2025.8.13.9774,1,7802.05,4624.44,4648.43
1584206-56.2025.8.08.4410,1,8816.33,8438.84,8478.84
1651399-38.2025.8.21.4095,0,0.00,91.23,90.27
3055691-80.2025.8.07.7657,0,0.00,852.02,807.39
9928604-41.2025.8.10.0320,0,0.00,445.40,421.56
4589542-24.2025.8.08.2470,0,0.00,695.14,744.09
5189414-38.2025.8.27.3957,0,0.00,584.40,562.17
8857181-78.2025.8.16.9286,0,0.00,286.64,274.85
7877045-51.2025.8.07.3944,0,0.00,394.17,414.99
8764138-69.2025.8.20.8914,0,0.00,1791.03,1722.87
1752691-44.2025.8.13.1712,1,16967.15,12599.96,12595.13
2438530-13.2025.8.02.7227,1,5253.94,466.42,460.63
9755690-48.2025.8.24.1298,0,0.00,1837.81,1829.98
3387256-41.2025.8.03.7087,0,0.00,378.70,374.82
1932093-10.2025.8.21.4215,1,10301.71,2219.60,2200.12
9669762-01.2025.8.17.4165,0,0.00,3956.00,3967.37
7824216-74.2025.8.21.9875,0,0.00,683.93,687.19
1826193-40.2025.8.17.2610,0,0.00,467.21,466.45
7108991-48.2025.8.25.2095,0,0.00,485.59,490.92
2935121-53.2025.8.22.8776,1,5560.69,4806.82,4811.10
1892498-08.2025.8.02.2070,0,0.00,5640.27,5486.08
7034545-18.2025.8.02.3848,0,0.00,551.04,571.78
6858859-54.2025.8.17.6181,0,0.00,206.45,206.11
2126332-72.2025.8.18.1778,0,0.00,277.30,284.89
6921153-48.2025.8.15.8041,1,8969.97,8274.60,8287.16
7204852-93.2025.8.11.5216,0,0.00,124.22,120.71
3615724-66.2025.8.10.3402,0,0.00,149.98,150.91
7505006-72.2025.8.05.9923,0,0.00,500.14,495.24
9068169-61.2025.8.01.5127,1,4831.44,6034.78,6066.31
5364136-07.2025.8.22.5614,1,6234.15,631.76,600.11
2084386-08.2025.8.09.3066,1,6724.47,1877.98,1886.60
2906635-69.2025.8.04.6353,1,15752.81,14412.82,14413.32
9606561-46.2025.8.05.1476,0,0.00,2350.04,2343.76
7714705-35.2025.8.18.2140,0,0.00,298.90,320.39
8980747-09.2025.8.17.8619,0,0.00,5768.64,5810.87
8886371-72.2025.8.03.2026,0,0.00,1425.20,1412.01
5627626-37.2025.8.22.9100,0,0.00,127.36,128.09
7734078-46.2025.8.14.1556,1,7200.39,8038.50,8037.72
9250521-43.2025.8.18.4138,1,11912.82,7158.81,7266.47
7140673-59.2025.8.27.1091,0,0.00,285.87,285.15
5315473-38.2025.8.13.6093,0,0.00,1086.48,1096.03
1297471-91.2025.8.12.9300,0,0.00,223.73,224.75
5454507-51.2025.8.25.7476,1,7743.28,6312.60,6328.20
3450911-10.2025.8.25.5751,0,0.00,239.67,238.89
8465527-11.2025.8.04.3171,0,0.00,945.78,943.20
7757004-17.2025.8.08.6066,0,0.00,3827.58,4021.01
6404475-48.2025.8.01.7515,0,0.00,5758.24,5708.64
1221527-72.2025.8.06.9999,1,4708.82,5873.29,5875.73
9389786-06.2025.8.22.2476,0,0.00,834.00,792.22
6666339-21.2025.8.05.2889,0,0.00,8806.86,8789.56
8630518-43.2025.8.08.0857,0,0.00,270.23,267.37
9918998-82.2025.8.12.6712,0,0.00,374.88,376.42
3278473-44.2025.8.03.8716,0,0.00,1717.89,1798.17
9954651-41.2025.8.25.3856,0,0.00,2341.42,2364.32
4049907-23.2025.8.14.7862,0,0.00,752.06,755.15
6932542-12.2025.8.13.9422,0,0.00,187.91,201.95
5015127-05.2025.8.09.4764,1,20991.92,15638.18,15634.32
1868559-17.2025.8.01.2525,0,0.00,829.54,797.92
7291779-57.2025.8.18.5133,1,3491.79,3846.01,3847.55
5509825-73.2025.8.01.2116,0,0.00,2276.47,2281.52
9950314-40.2025.8.12.1855,0,0.00,263.94,266.38
8657761-04.2025.8.08.8927,1,21890.26,8535.35,8511.12
9561132-62.2025.8.08.5174,1,7253.54,6036.65,6038.50
5079874-45.2025.8.15.2394,0,0.00,157.93,149.21
3567495-56.2025.8.02.2439,0,0.00,409.50,408.37
6518216-85.2025.8.16.3830,1,18226.57,9934.74,9950.54
2816203-59.2025.8.20.2861,0,0.00,1089.62,1117.23
1387704-33.2025.8.15.7765,0,0.00,144.89,145.67
6092292-12.2025.8.17.6108,1,12186.51,7438.24,7345.73
1127882-00.2025.8.15.3081,0,0.00,392.44,389.32
6252591-61.2025.8.18.4547,0,0.00,1968.00,1971.48
8165767-86.2025.8.01.0835,0,0.00,2266.56,2288.94
8550911-04.2025.8.07.0335,0,0.00,166.89,162.58
2460614-69.2025.8.08.7079,1,6216.51,5117.64,5117.14
2250754-51.2025.8.18.6311,1,13517.39,8780.68,8664.81
8217330-74.2025.8.15.0896,0,0.00,346.72,343.96
5420170-56.2025.8.02.2708,1,7153.16,9585.67,9587.85
5907841-76.2025.8.08.3985,1,10665.03,6296.40,6289.38
2563056-68.2025.8.25.1151,0,0.00,5604.43,5619.84
6461122-13.2025.8.06.8536,1,8048.35,6202.47,6195.73
8146980-85.2025.8.04.4737,0,0.00,296.99,318.84
2098591-09.2025.8.09.4716,0,0.00,1694.38,1613.31
4335201-23.2025.8.09.8906,0,0.00,2434.73,2439.47
7633655-10.2025.8.15.5103,0,0.00,1387.59,1378.15
2118884-54.2025.8.19.9162,1,11185.30,12778.24,12713.31
